DateTime,RATE A,RATE B,RATE C,Total
2022-02-01 00:45:00,,57.78,,57.78
2022-02-01 01:00:00,,56.6,,56.6
2022-02-01 01:15:00,,56.02,,56.02
2022-02-01 01:30:00,,55.62,,55.62
2022-02-01 01:45:00,,53.62,,53.62
2022-02-01 02:00:00,,55.29,,55.29
2022-02-01 02:15:00,,53.71,,53.71
2022-02-01 02:30:00,,52.43,,52.43
2022-02-01 02:45:00,,54.82,,54.82
2022-02-01 03:00:00,,54.36,,54.36
2022-02-01 03:15:00,,53.03,,53.03
2022-02-01 03:30:00,,53.24,,53.24
2022-02-01 03:45:00,,54.31,,54.31
2022-02-01 04:00:00,,52.39,,52.39
2022-02-01 04:15:00,,54.09,,54.09
2022-02-01 04:30:00,,53.16,,53.16
2022-02-01 04:45:00,,53.34,,53.34
2022-02-01 05:00:00,,54.32,,54.32
2022-02-01 05:15:00,,52.81,,52.81
2022-02-01 05:30:00,,52.44,,52.44
2022-02-01 05:45:00,,53.31,,53.31
2022-02-01 06:00:00,,51.9,,51.9
2022-02-01 06:15:00,,52.63,,52.63
2022-02-01 06:30:00,,54.29,,54.29
2022-02-01 06:45:00,,54.41,,54.41
2022-02-01 07:00:00,,57.67,,57.67
2022-02-01 07:15:00,,59.99,,59.99
2022-02-01 07:30:00,,61.62,,61.62
2022-02-01 07:45:00,,65.37,,65.37
2022-02-01 08:00:00,,69.37,,69.37
2022-02-01 08:15:00,,71.61,,71.61
2022-02-01 08:30:00,,68.06,,68.06
2022-02-01 08:45:00,,77.17,,77.17
2022-02-01 09:00:00,,77.54,,77.54
2022-02-01 09:15:00,78.37,,,78.37
2022-02-01 09:30:00,81.74,,,81.74
2022-02-01 09:45:00,82.99,,,82.99
2022-02-01 10:00:00,78.52,,,78.52
2022-02-01 10:15:00,79.27,,,79.27
2022-02-01 10:30:00,82.62,,,82.62
2022-02-01 10:45:00,74.88,,,74.88
2022-02-01 11:00:00,78.13,,,78.13
2022-02-01 11:15:00,76.63,,,76.63
2022-02-01 11:30:00,74.39,,,74.39
2022-02-01 11:45:00,76.0,,,76.0
2022-02-01 12:00:00,84.03,,,84.03
2022-02-01 12:15:00,97.25,,,97.25
2022-02-01 12:30:00,110.83,,,110.83
2022-02-01 12:45:00,123.71,,,123.71
2022-02-01 13:00:00,131.67,,,131.67
2022-02-01 13:15:00,153.94,,,153.94
2022-02-01 13:30:00,174.88,,,174.88
2022-02-01 13:45:00,187.14,,,187.14
2022-02-01 14:00:00,190.0,,,190.0
2022-02-01 14:15:00,199.77,,,199.77
2022-02-01 14:30:00,196.12,,,196.12
2022-02-01 14:45:00,201.35,,,201.35
2022-02-01 15:00:00,197.11,,,197.11
2022-02-01 15:15:00,198.21,,,198.21
2022-02-01 15:30:00,199.74,,,199.74
2022-02-01 15:45:00,195.88,,,195.88
2022-02-01 16:00:00,188.65,,,188.65
2022-02-01 16:15:00,184.04,,,184.04
2022-02-01 16:30:00,163.2,,,163.2
2022-02-01 16:45:00,140.3,,,140.3
2022-02-01 17:00:00,130.59,,,130.59
2022-02-01 17:15:00,117.97,,,117.97
2022-02-01 17:30:00,99.47,,,99.47
2022-02-01 17:45:00,91.47,,,91.47
2022-02-01 18:00:00,86.94,,,86.94
2022-02-01 18:15:00,79.97,,,79.97
2022-02-01 18:30:00,86.13,,,86.13
2022-02-01 18:45:00,83.95,,,83.95
2022-02-01 19:00:00,78.26,,,78.26
2022-02-01 19:15:00,79.1,,,79.1
2022-02-01 19:30:00,76.45,,,76.45
2022-02-01 19:45:00,72.69,,,72.69
2022-02-01 20:00:00,73.07,,,73.07
2022-02-01 20:15:00,68.58,,,68.58
2022-02-01 20:30:00,68.17,,,68.17
2022-02-01 20:45:00,72.06,,,72.06
2022-02-01 21:00:00,68.92,,,68.92
2022-02-01 21:15:00,66.95,,,66.95
2022-02-01 21:30:00,68.09,,,68.09
2022-02-01 21:45:00,69.06,,,69.06
2022-02-01 22:00:00,72.84,,,72.84
2022-02-01 22:15:00,,72.5,,72.5
2022-02-01 22:30:00,,64.76,,64.76
2022-02-01 22:45:00,,65.67,,65.67
2022-02-01 23:00:00,,64.34,,64.34
2022-02-01 23:15:00,,62.49,,62.49
2022-02-01 23:30:00,,67.01,,67.01
2022-02-01 23:45:00,,65.28,,65.28
2022-02-02 00:15:00,,61.24,,61.24
2022-02-02 00:30:00,,61.56,,61.56
2022-02-02 00:45:00,,57.68,,57.68
2022-02-02 01:00:00,,58.92,,58.92
2022-02-02 01:15:00,,56.51,,56.51
2022-02-02 01:30:00,,59.39,,59.39
2022-02-02 01:45:00,,60.67,,60.67
2022-02-02 02:00:00,,57.07,,57.07
2022-02-02 02:15:00,,57.29,,57.29
2022-02-02 02:30:00,,57.23,,57.23
2022-02-02 02:45:00,,55.01,,55.01
