DateTime,RATE A,RATE B,RATE C,Total
2022-12-01 00:45:00,,70.1,,70.1
2022-12-01 01:00:00,,69.18,,69.18
2022-12-01 01:15:00,,67.94,,67.94
2022-12-01 01:30:00,,69.54,,69.54
2022-12-01 01:45:00,,69.15,,69.15
2022-12-01 02:00:00,,66.76,,66.76
2022-12-01 02:15:00,,68.01,,68.01
2022-12-01 02:30:00,,66.76,,66.76
2022-12-01 02:45:00,,64.95,,64.95
2022-12-01 03:00:00,,67.03,,67.03
2022-12-01 03:15:00,,65.69,,65.69
2022-12-01 03:30:00,,64.35,,64.35
2022-12-01 03:45:00,,67.5,,67.5
2022-12-01 04:00:00,,64.08,,64.08
2022-12-01 04:15:00,,63.15,,63.15
2022-12-01 04:30:00,,63.33,,63.33
2022-12-01 04:45:00,,62.19,,62.19
2022-12-01 05:00:00,,62.24,,62.24
2022-12-01 05:15:00,,63.18,,63.18
2022-12-01 05:30:00,,64.11,,64.11
2022-12-01 05:45:00,,64.3,,64.3
2022-12-01 06:00:00,,64.46,,64.46
2022-12-01 06:15:00,,63.71,,63.71
2022-12-01 06:30:00,,60.14,,60.14
2022-12-01 06:45:00,,61.44,,61.44
2022-12-01 07:00:00,,66.57,,66.57
2022-12-01 07:15:00,,70.9,,70.9
2022-12-01 07:30:00,,75.6,,75.6
2022-12-01 07:45:00,,85.45,,85.45
2022-12-01 08:00:00,,104.83,,104.83
2022-12-01 08:15:00,,127.83,,127.83
2022-12-01 08:30:00,,171.31,,171.31
2022-12-01 08:45:00,,204.58,,204.58
2022-12-01 09:00:00,,218.08,,218.08
2022-12-01 09:15:00,229.95,,,229.95
2022-12-01 09:30:00,243.82,,,243.82
2022-12-01 09:45:00,269.66,,,269.66
2022-12-01 10:00:00,278.4,,,278.4
2022-12-01 10:15:00,292.91,,,292.91
2022-12-01 10:30:00,290.49,,,290.49
2022-12-01 10:45:00,292.5,,,292.5
2022-12-01 11:00:00,284.49,,,284.49
2022-12-01 11:15:00,281.32,,,281.32
2022-12-01 11:30:00,267.06,,,267.06
2022-12-01 11:45:00,278.33,,,278.33
2022-12-01 12:00:00,295.07,,,295.07
2022-12-01 12:15:00,309.11,,,309.11
2022-12-01 12:30:00,310.08,,,310.08
2022-12-01 12:45:00,297.68,,,297.68
2022-12-01 13:00:00,319.93,,,319.93
2022-12-01 13:15:00,343.42,,,343.42
2022-12-01 13:30:00,351.09,,,351.09
2022-12-01 13:45:00,376.59,,,376.59
2022-12-01 14:00:00,381.34,,,381.34
2022-12-01 14:15:00,360.43,,,360.43
2022-12-01 14:30:00,341.31,,,341.31
2022-12-01 14:45:00,329.25,,,329.25
2022-12-01 15:00:00,361.77,,,361.77
2022-12-01 15:15:00,345.41,,,345.41
2022-12-01 15:30:00,324.99,,,324.99
2022-12-01 15:45:00,306.84,,,306.84
2022-12-01 16:00:00,277.94,,,277.94
2022-12-01 16:15:00,249.55,,,249.55
2022-12-01 16:30:00,220.43,,,220.43
2022-12-01 16:45:00,180.02,,,180.02
2022-12-01 17:00:00,158.16,,,158.16
2022-12-01 17:15:00,136.48,,,136.48
2022-12-01 17:30:00,118.41,,,118.41
2022-12-01 17:45:00,103.88,,,103.88
2022-12-01 18:00:00,103.55,,,103.55
2022-12-01 18:15:00,108.58,,,108.58
2022-12-01 18:30:00,102.95,,,102.95
2022-12-01 18:45:00,103.45,,,103.45
2022-12-01 19:00:00,106.11,,,106.11
2022-12-01 19:15:00,101.96,,,101.96
2022-12-01 19:30:00,102.18,,,102.18
2022-12-01 19:45:00,95.85,,,95.85
2022-12-01 20:00:00,90.16,,,90.16
2022-12-01 20:15:00,88.97,,,88.97
2022-12-01 20:30:00,88.92,,,88.92
2022-12-01 20:45:00,83.81,,,83.81
2022-12-01 21:00:00,86.45,,,86.45
2022-12-01 21:15:00,84.32,,,84.32
2022-12-01 21:30:00,84.61,,,84.61
2022-12-01 21:45:00,82.94,,,82.94
2022-12-01 22:00:00,79.99,,,79.99
2022-12-01 22:15:00,,81.63,,81.63
2022-12-01 22:30:00,,82.18,,82.18
2022-12-01 22:45:00,,78.39,,78.39
2022-12-01 23:00:00,,79.09,,79.09
2022-12-01 23:15:00,,78.22,,78.22
2022-12-01 23:30:00,,75.73,,75.73
2022-12-01 23:45:00,,76.8,,76.8
2022-12-02 00:15:00,,72.21,,72.21
2022-12-02 00:30:00,,71.5,,71.5
2022-12-02 00:45:00,,69.46,,69.46
2022-12-02 01:00:00,,66.75,,66.75
2022-12-02 01:15:00,,68.39,,68.39
2022-12-02 01:30:00,,67.24,,67.24
2022-12-02 01:45:00,,64.87,,64.87
2022-12-02 02:00:00,,67.33,,67.33
2022-12-02 02:15:00,,66.25,,66.25
2022-12-02 02:30:00,,65.5,,65.5
2022-12-02 02:45:00,,65.44,,65.44
2022-12-02 03:00:00,,63.3,,63.3
2022-12-02 03:15:00,,65.28,,65.28
2022-12-02 03:30:00,,66.23,,66.23
2022-12-02 03:45:00,,64.54,,64.54
2022-12-02 04:00:00,,63.88,,63.88
2022-12-02 04:15:00,,63.2,,63.2
2022-12-02 04:30:00,,63.81,,63.81
2022-12-02 04:45:00,,63.59,,63.59
2022-12-02 05:00:00,,63.29,,63.29
2022-12-02 05:15:00,,63.49,,63.49
2022-12-02 05:30:00,,62.69,,62.69
2022-12-02 05:45:00,,64.86,,64.86
2022-12-02 06:00:00,,65.25,,65.25
2022-12-02 06:15:00,,61.86,,61.86
2022-12-02 06:30:00,,59.89,,59.89
2022-12-02 06:45:00,,61.73,,61.73
2022-12-02 07:00:00,,63.79,,63.79
2022-12-02 07:15:00,,70.12,,70.12
2022-12-02 07:30:00,,76.72,,76.72
2022-12-02 07:45:00,,85.31,,85.31
2022-12-02 08:00:00,,91.02,,91.02
2022-12-02 08:15:00,,102.03,,102.03
2022-12-02 08:30:00,,137.35,,137.35
2022-12-02 08:45:00,,180.89,,180.89
2022-12-02 09:00:00,,204.22,,204.22
2022-12-02 09:15:00,229.14,,,229.14
2022-12-02 09:30:00,242.43,,,242.43
2022-12-02 09:45:00,241.48,,,241.48
2022-12-02 10:00:00,252.15,,,252.15
2022-12-02 10:15:00,248.86,,,248.86
2022-12-02 10:30:00,259.77,,,259.77
2022-12-02 10:45:00,266.75,,,266.75
2022-12-02 11:00:00,265.51,,,265.51
2022-12-02 11:15:00,246.36,,,246.36
2022-12-02 11:30:00,232.42,,,232.42
2022-12-02 11:45:00,255.49,,,255.49
2022-12-02 12:00:00,261.55,,,261.55
2022-12-02 12:15:00,262.22,,,262.22
2022-12-02 12:30:00,247.01,,,247.01
2022-12-02 12:45:00,248.18,,,248.18
2022-12-02 13:00:00,294.77,,,294.77
2022-12-02 13:15:00,272.9,,,272.9
2022-12-02 13:30:00,286.2,,,286.2
2022-12-02 13:45:00,295.48,,,295.48
2022-12-02 14:00:00,302.91,,,302.91
2022-12-02 14:15:00,302.0,,,302.0
2022-12-02 14:30:00,299.37,,,299.37
2022-12-02 14:45:00,317.8,,,317.8
2022-12-02 15:00:00,297.58,,,297.58
2022-12-02 15:15:00,293.06,,,293.06
2022-12-02 15:30:00,288.97,,,288.97
2022-12-02 15:45:00,273.05,,,273.05
2022-12-02 16:00:00,269.9,,,269.9
2022-12-02 16:15:00,247.45,,,247.45
2022-12-02 16:30:00,190.45,,,190.45
2022-12-02 16:45:00,165.3,,,165.3
2022-12-02 17:00:00,132.92,,,132.92
2022-12-02 17:15:00,115.0,,,115.0
2022-12-02 17:30:00,108.75,,,108.75
2022-12-02 17:45:00,95.8,,,95.8
2022-12-02 18:00:00,96.4,,,96.4
2022-12-02 18:15:00,99.18,,,99.18
2022-12-02 18:30:00,93.6,,,93.6
2022-12-02 18:45:00,95.96,,,95.96
2022-12-02 19:00:00,98.71,,,98.71
2022-12-02 19:15:00,94.63,,,94.63
2022-12-02 19:30:00,92.81,,,92.81
2022-12-02 19:45:00,85.04,,,85.04
2022-12-02 20:00:00,78.48,,,78.48
2022-12-02 20:15:00,74.79,,,74.79
2022-12-02 20:30:00,75.49,,,75.49
2022-12-02 20:45:00,74.17,,,74.17
2022-12-02 21:00:00,75.65,,,75.65
2022-12-02 21:15:00,73.5,,,73.5
2022-12-02 21:30:00,74.98,,,74.98
2022-12-02 21:45:00,73.11,,,73.11
2022-12-02 22:00:00,71.32,,,71.32
2022-12-02 22:15:00,,72.59,,72.59
2022-12-02 22:30:00,,70.44,,70.44
2022-12-02 22:45:00,,68.72,,68.72
2022-12-02 23:00:00,,70.07,,70.07
2022-12-02 23:15:00,,70.43,,70.43
2022-12-02 23:30:00,,65.96,,65.96
2022-12-02 23:45:00,,66.23,,66.23
2022-12-03 00:15:00,,,64.63,64.63
2022-12-03 00:30:00,,,64.51,64.51
2022-12-03 00:45:00,,,62.3,62.3
2022-12-03 01:00:00,,,60.89,60.89
2022-12-03 01:15:00,,,61.78,61.78
2022-12-03 01:30:00,,,60.07,60.07
2022-12-03 01:45:00,,,59.36,59.36
2022-12-03 02:00:00,,,61.38,61.38
2022-12-03 02:15:00,,,59.37,59.37
