DateTime,RATE A,RATE B,RATE C,Total
2023-06-01 00:45:00,,86.08,,86.08
2023-06-01 01:00:00,,84.94,,84.94
2023-06-01 01:15:00,,82.78,,82.78
2023-06-01 01:30:00,,84.45,,84.45
2023-06-01 01:45:00,,84.07,,84.07
2023-06-01 02:00:00,,82.45,,82.45
2023-06-01 02:15:00,,83.35,,83.35
2023-06-01 02:30:00,,82.76,,82.76
2023-06-01 02:45:00,,80.07,,80.07
2023-06-01 03:00:00,,79.18,,79.18
2023-06-01 03:15:00,,80.66,,80.66
2023-06-01 03:30:00,,77.88,,77.88
2023-06-01 03:45:00,,79.23,,79.23
2023-06-01 04:00:00,,77.69,,77.69
2023-06-01 04:15:00,,76.18,,76.18
2023-06-01 04:30:00,,75.62,,75.62
2023-06-01 04:45:00,,75.73,,75.73
2023-06-01 05:00:00,,74.08,,74.08
2023-06-01 05:15:00,,73.84,,73.84
2023-06-01 05:30:00,,71.49,,71.49
2023-06-01 05:45:00,,66.48,,66.48
2023-06-01 06:00:00,,64.24,,64.24
2023-06-01 06:15:00,,62.15,,62.15
2023-06-01 06:30:00,,58.62,,58.62
2023-06-01 06:45:00,,61.39,,61.39
2023-06-01 07:00:00,,71.46,,71.46
2023-06-01 07:15:00,,76.67,,76.67
2023-06-01 07:30:00,,88.14,,88.14
2023-06-01 07:45:00,,98.72,,98.72
2023-06-01 08:00:00,,114.95,,114.95
2023-06-01 08:15:00,,139.3,,139.3
2023-06-01 08:30:00,,168.35,,168.35
2023-06-01 08:45:00,,219.75,,219.75
2023-06-01 09:00:00,,249.05,,249.05
2023-06-01 09:15:00,256.13,,,256.13
2023-06-01 09:30:00,260.11,,,260.11
2023-06-01 09:45:00,279.57,,,279.57
2023-06-01 10:00:00,366.5,,,366.5
2023-06-01 10:15:00,400.61,,,400.61
2023-06-01 10:30:00,410.8,,,410.8
2023-06-01 10:45:00,415.88,,,415.88
2023-06-01 11:00:00,400.19,,,400.19
2023-06-01 11:15:00,407.21,,,407.21
2023-06-01 11:30:00,411.61,,,411.61
2023-06-01 11:45:00,418.56,,,418.56
2023-06-01 12:00:00,428.14,,,428.14
2023-06-01 12:15:00,430.39,,,430.39
2023-06-01 12:30:00,434.4,,,434.4
