DateTime,RATE A,RATE B,RATE C,Total
2021-04-01 00:45:00,,81.3,,81.3
2021-04-01 01:00:00,,79.94,,79.94
2021-04-01 01:15:00,,79.34,,79.34
2021-04-01 01:30:00,,78.61,,78.61
2021-04-01 01:45:00,,78.48,,78.48
2021-04-01 02:00:00,,77.64,,77.64
2021-04-01 02:15:00,,76.83,,76.83
2021-04-01 02:30:00,,75.95,,75.95
2021-04-01 02:45:00,,73.55,,73.55
2021-04-01 03:00:00,,73.26,,73.26
2021-04-01 03:15:00,,72.45,,72.45
2021-04-01 03:30:00,,71.16,,71.16
2021-04-01 03:45:00,,71.08,,71.08
2021-04-01 04:00:00,,70.02,,70.02
2021-04-01 04:15:00,,69.81,,69.81
2021-04-01 04:30:00,,70.4,,70.4
2021-04-01 04:45:00,,68.24,,68.24
2021-04-01 05:00:00,,68.61,,68.61
2021-04-01 05:15:00,,68.52,,68.52
2021-04-01 05:30:00,,66.98,,66.98
2021-04-01 05:45:00,,68.02,,68.02
2021-04-01 06:00:00,,65.53,,65.53
2021-04-01 06:15:00,,60.37,,60.37
2021-04-01 06:30:00,,58.74,,58.74
2021-04-01 06:45:00,,60.16,,60.16
2021-04-01 07:00:00,,64.78,,64.78
2021-04-01 07:15:00,,64.57,,64.57
2021-04-01 07:30:00,,80.8,,80.8
2021-04-01 07:45:00,,95.13,,95.13
2021-04-01 08:00:00,,117.86,,117.86
2021-04-01 08:15:00,,168.73,,168.73
2021-04-01 08:30:00,,208.04,,208.04
2021-04-01 08:45:00,,236.23,,236.23
2021-04-01 09:00:00,,260.13,,260.13
2021-04-01 09:15:00,278.98,,,278.98
2021-04-01 09:30:00,287.42,,,287.42
2021-04-01 09:45:00,292.79,,,292.79
2021-04-01 10:00:00,295.93,,,295.93
2021-04-01 10:15:00,310.96,,,310.96
2021-04-01 10:30:00,331.95,,,331.95
2021-04-01 10:45:00,341.26,,,341.26
2021-04-01 11:00:00,335.23,,,335.23
2021-04-01 11:15:00,323.68,,,323.68
2021-04-01 11:30:00,320.19,,,320.19
2021-04-01 11:45:00,328.57,,,328.57
2021-04-01 12:00:00,321.59,,,321.59
2021-04-01 12:15:00,323.87,,,323.87
2021-04-01 12:30:00,314.53,,,314.53
2021-04-01 12:45:00,300.3,,,300.3
2021-04-01 13:00:00,325.81,,,325.81
2021-04-01 13:15:00,337.28,,,337.28
2021-04-01 13:30:00,364.82,,,364.82
2021-04-01 13:45:00,380.01,,,380.01
2021-04-01 14:00:00,393.09,,,393.09
2021-04-01 14:15:00,400.44,,,400.44
2021-04-01 14:30:00,400.19,,,400.19
2021-04-01 14:45:00,402.6,,,402.6
2021-04-01 15:00:00,382.2,,,382.2
2021-04-01 15:15:00,381.05,,,381.05
2021-04-01 15:30:00,374.91,,,374.91
2021-04-01 15:45:00,361.03,,,361.03
2021-04-01 16:00:00,331.94,,,331.94
2021-04-01 16:15:00,308.71,,,308.71
2021-04-01 16:30:00,277.44,,,277.44
2021-04-01 16:45:00,246.17,,,246.17
2021-04-01 17:00:00,216.45,,,216.45
2021-04-01 17:15:00,191.86,,,191.86
2021-04-01 17:30:00,161.85,,,161.85
2021-04-01 17:45:00,140.22,,,140.22
2021-04-01 18:00:00,125.84,,,125.84
2021-04-01 18:15:00,116.27,,,116.27
2021-04-01 18:30:00,118.43,,,118.43
2021-04-01 18:45:00,119.63,,,119.63
2021-04-01 19:00:00,124.08,,,124.08
2021-04-01 19:15:00,124.93,,,124.93
2021-04-01 19:30:00,125.06,,,125.06
2021-04-01 19:45:00,122.16,,,122.16
2021-04-01 20:00:00,115.14,,,115.14
2021-04-01 20:15:00,95.8,,,95.8
