DateTime,RATE A,RATE B,RATE C,Total
2021-03-01 00:45:00,,59.13,,59.13
2021-03-01 01:00:00,,58.68,,58.68
2021-03-01 01:15:00,,58.77,,58.77
2021-03-01 01:30:00,,58.01,,58.01
2021-03-01 01:45:00,,57.51,,57.51
2021-03-01 02:00:00,,57.54,,57.54
2021-03-01 02:15:00,,55.65,,55.65
2021-03-01 02:30:00,,56.66,,56.66
2021-03-01 02:45:00,,55.86,,55.86
2021-03-01 03:00:00,,55.71,,55.71
2021-03-01 03:15:00,,55.61,,55.61
2021-03-01 03:30:00,,54.95,,54.95
2021-03-01 03:45:00,,55.28,,55.28
2021-03-01 04:00:00,,54.93,,54.93
2021-03-01 04:15:00,,55.04,,55.04
2021-03-01 04:30:00,,54.5,,54.5
2021-03-01 04:45:00,,53.41,,53.41
2021-03-01 05:00:00,,55.57,,55.57
2021-03-01 05:15:00,,55.78,,55.78
2021-03-01 05:30:00,,55.56,,55.56
2021-03-01 05:45:00,,56.7,,56.7
2021-03-01 06:00:00,,58.25,,58.25
2021-03-01 06:15:00,,55.56,,55.56
2021-03-01 06:30:00,,51.08,,51.08
2021-03-01 06:45:00,,52.1,,52.1
2021-03-01 07:00:00,,56.74,,56.74
2021-03-01 07:15:00,,60.05,,60.05
2021-03-01 07:30:00,,67.62,,67.62
2021-03-01 07:45:00,,69.31,,69.31
2021-03-01 08:00:00,,78.27,,78.27
2021-03-01 08:15:00,,92.06,,92.06
2021-03-01 08:30:00,,105.8,,105.8
2021-03-01 08:45:00,,131.51,,131.51
2021-03-01 09:00:00,,163.0,,163.0
2021-03-01 09:15:00,184.39,,,184.39
2021-03-01 09:30:00,190.03,,,190.03
2021-03-01 09:45:00,190.58,,,190.58
2021-03-01 10:00:00,196.34,,,196.34
2021-03-01 10:15:00,206.42,,,206.42
2021-03-01 10:30:00,207.62,,,207.62
2021-03-01 10:45:00,214.42,,,214.42
2021-03-01 11:00:00,217.91,,,217.91
2021-03-01 11:15:00,212.41,,,212.41
2021-03-01 11:30:00,197.56,,,197.56
2021-03-01 11:45:00,198.35,,,198.35
2021-03-01 12:00:00,210.51,,,210.51
2021-03-01 12:15:00,207.93,,,207.93
2021-03-01 12:30:00,223.89,,,223.89
2021-03-01 12:45:00,234.54,,,234.54
2021-03-01 13:00:00,235.49,,,235.49
2021-03-01 13:15:00,258.85,,,258.85
2021-03-01 13:30:00,288.02,,,288.02
2021-03-01 13:45:00,302.12,,,302.12
2021-03-01 14:00:00,319.44,,,319.44
2021-03-01 14:15:00,330.14,,,330.14
2021-03-01 14:30:00,332.14,,,332.14
2021-03-01 14:45:00,329.51,,,329.51
2021-03-01 15:00:00,325.17,,,325.17
2021-03-01 15:15:00,322.78,,,322.78
2021-03-01 15:30:00,310.11,,,310.11
2021-03-01 15:45:00,300.21,,,300.21
2021-03-01 16:00:00,293.85,,,293.85
2021-03-01 16:15:00,282.26,,,282.26
2021-03-01 16:30:00,262.66,,,262.66
2021-03-01 16:45:00,236.74,,,236.74
2021-03-01 17:00:00,223.33,,,223.33
2021-03-01 17:15:00,201.86,,,201.86
2021-03-01 17:30:00,172.44,,,172.44
2021-03-01 17:45:00,138.39,,,138.39
2021-03-01 18:00:00,115.57,,,115.57
2021-03-01 18:15:00,112.34,,,112.34
2021-03-01 18:30:00,115.73,,,115.73
2021-03-01 18:45:00,123.8,,,123.8
2021-03-01 19:00:00,124.37,,,124.37
2021-03-01 19:15:00,121.92,,,121.92
2021-03-01 19:30:00,116.99,,,116.99
2021-03-01 19:45:00,111.86,,,111.86
2021-03-01 20:00:00,104.94,,,104.94
2021-03-01 20:15:00,98.07,,,98.07
2021-03-01 20:30:00,95.29,,,95.29
2021-03-01 20:45:00,89.84,,,89.84
2021-03-01 21:00:00,80.1,,,80.1
2021-03-01 21:15:00,78.3,,,78.3
2021-03-01 21:30:00,78.05,,,78.05
2021-03-01 21:45:00,74.57,,,74.57
2021-03-01 22:00:00,73.4,,,73.4
2021-03-01 22:15:00,,72.73,,72.73
2021-03-01 22:30:00,,68.68,,68.68
2021-03-01 22:45:00,,69.24,,69.24
2021-03-01 23:00:00,,69.07,,69.07
2021-03-01 23:15:00,,66.29,,66.29
2021-03-01 23:30:00,,64.23,,64.23
2021-03-01 23:45:00,,63.1,,63.1
2021-03-02 00:15:00,,62.73,,62.73
2021-03-02 00:30:00,,61.94,,61.94
2021-03-02 00:45:00,,60.31,,60.31
2021-03-02 01:00:00,,59.09,,59.09
2021-03-02 01:15:00,,59.61,,59.61
2021-03-02 01:30:00,,59.34,,59.34
2021-03-02 01:45:00,,58.24,,58.24
2021-03-02 02:00:00,,56.68,,56.68
2021-03-02 02:15:00,,57.9,,57.9
2021-03-02 02:30:00,,56.84,,56.84
2021-03-02 02:45:00,,56.03,,56.03
2021-03-02 03:00:00,,56.52,,56.52
2021-03-02 03:15:00,,57.02,,57.02
2021-03-02 03:30:00,,56.2,,56.2
2021-03-02 03:45:00,,55.66,,55.66
2021-03-02 04:00:00,,55.46,,55.46
2021-03-02 04:15:00,,56.21,,56.21
2021-03-02 04:30:00,,55.99,,55.99
2021-03-02 04:45:00,,55.2,,55.2
2021-03-02 05:00:00,,55.74,,55.74
2021-03-02 05:15:00,,55.39,,55.39
2021-03-02 05:30:00,,56.11,,56.11
2021-03-02 05:45:00,,55.29,,55.29
2021-03-02 06:00:00,,56.45,,56.45
2021-03-02 06:15:00,,55.3,,55.3
2021-03-02 06:30:00,,51.06,,51.06
2021-03-02 06:45:00,,54.8,,54.8
2021-03-02 07:00:00,,57.93,,57.93
2021-03-02 07:15:00,,61.18,,61.18
2021-03-02 07:30:00,,67.12,,67.12
2021-03-02 07:45:00,,69.94,,69.94
2021-03-02 08:00:00,,74.06,,74.06
2021-03-02 08:15:00,,82.83,,82.83
2021-03-02 08:30:00,,99.66,,99.66
2021-03-02 08:45:00,,109.53,,109.53
2021-03-02 09:00:00,,117.7,,117.7
2021-03-02 09:15:00,136.98,,,136.98
2021-03-02 09:30:00,138.99,,,138.99
